UKPRN,UnitOfAssessment,MultipleSubmission,Source,Income2008,Income2009,Income2010,Income2011,Income2012
10005500,11,,1,218350,212273,155616,98255,4617
10005500,11,,4,140570,138473,162711,234765,154280
10005500,11,,5,59317,44734,72989,77765,256142
10005500,11,,6,0,0,10072,106936,89166
10005500,11,,13,0,0,188,1035,0
10007803,11,,1,1086665,1173103,1111249,1053722,971391
10007803,11,,2,41739,23770,2103,2725,1788
10007803,11,,3,29451,4419,5215,6717,2975
10007803,11,,4,-400,-1525,27116,58993,148352
10007803,11,,5,88486,87104,39490,58565,1910
10007803,11,,6,206022,97472,355737,399271,284386
10007803,11,,10,2804,0,0,0,0
10007803,11,,11,41564,15587,0,0,0
10007803,11,,12,0,-10911,0,19283,28310
10007803,11,,13,0,0,0,2755,62713
10007804,11,,1,478051,380010,369246,267776,590849
10007804,11,,2,595,1600,1100,3934,35606
10007804,11,,4,94425,17349,24263,52749,28914
10007804,11,,5,25518,35600,4254,7617,0
10007804,11,,6,9473,9299,32610,44063,6994
10007804,11,,8,0,1420,7006,4008,6994
10007804,11,,12,0,0,0,1519,1753
10007805,11,,1,651802,603838,607368,339028,221942
10007805,11,,3,2096,70,6717,24937,0
10007805,11,,4,13688,1698,15567,7620,0
10007805,11,,5,6433,22427,28174,20446,408
10007805,11,,6,148136,313037,310401,212558,78431
10007805,11,,9,0,-4197,0,0,0
10007805,11,,11,0,0,0,11190,2754
10007805,11,,12,-47,0,0,0,0
10007805,11,,13,650,236,0,0,0
10007800,11,,1,0,0,0,0,35000
10007800,11,,2,43000,51000,10000,6000,2000
10007800,11,,3,3000,0,0,0,0
10007800,11,,4,303000,496000,386000,204000,8000
10007800,11,,5,0,0,0,0,225000
10007800,11,,6,44000,197000,152000,89000,143000
10007800,11,,11,0,0,0,0,12000
10007856,11,,1,1030522,845719,465179,230882,201486
10007856,11,,2,20035,32515,13842,61988,59678
10007856,11,,4,118740,37154,87317,64961,131316
10007856,11,,5,278216,164711,183273,194638,232773
10007856,11,,6,348871,770514,563372,539056,348849
10007856,11,,8,11519,0,0,0,35896
10007856,11,,9,0,2324,4314,0,0
10007856,11,,11,0,0,0,0,1111
10007856,11,,13,60540,81018,50506,0,0
10007856,11,,15,245491,365540,465419,289149,84885
10007857,11,,1,12834,36063,79286,76357,43426
10007857,11,,2,34221,17737,5845,0,0
10007857,11,,4,96302,51456,23908,111932,178170
10007857,11,,5,9375,1106,30000,0,715
10007857,11,,6,0,6942,46808,83951,74370
10007814,11,,1,655153,354958,438948,236021,277767
10007814,11,,2,60760,323772,433597,225114,80808
10007814,11,,4,175921,329619,360658,399336,516696
10007814,11,,5,77070,108200,110465,233540,174973
10007814,11,,6,499829,471325,459670,741885,622252
10007814,11,,11,0,30420,12316,0,0
10007814,11,,13,210006,37054,3203,6863,2253
10007833,11,,2,0,0,6000,14000,0
10007833,11,,4,71000,104000,96000,26000,18000
10007833,11,,5,35000,49000,45000,13000,3000
10007833,11,,6,104000,38000,0,0,0
10007793,11,,1,249504,199710,254952,61359,76819
10007793,11,,3,15750,0,0,0,0
10007793,11,,4,92322,70575,135370,76587,195363
10007793,11,,5,66273,41232,96298,91978,-21837
10007793,11,,6,23392,87417,167850,419282,429913
10007793,11,,8,0,0,33000,35000,0
10007793,11,,9,0,0,0,0,3687
10007793,11,,11,0,0,0,109660,53040
10007793,11,,15,3769,8685,8322,13316,2519
10007855,11,,1,880782,1008335,1233128,1335426,1378403
10007855,11,,2,0,0,0,0,200
10007855,11,,4,-266,76078,115809,110712,91157
10007855,11,,5,34166,20360,97722,10818,11178
10007855,11,,6,0,0,0,1037,15859
10007855,11,,12,0,0,11459,0,0
10005343,11,,1,795554,729053,566825,520992,756615
10005343,11,,2,3556,0,16573,17322,22534
10005343,11,,3,-1758,0,0,0,0
10005343,11,,4,465484,373950,472298,604773,341600
10005343,11,,5,203644,22137,63150,21396,33533
10005343,11,,6,-2899,1371,-441,8782,79525
10005343,11,,8,77631,101383,45310,68683,78047
10005343,11,,10,3253,0,0,0,0
10005343,11,,12,2096,753,0,0,0
10005343,11,,13,34487,69168,23637,66454,48166
10005343,11,,15,139,232,3,0,0
10007807,11,,1,719549,1168620,1478035,1259739,952151
10007807,11,,2,51356,32430,28270,51294,23732
10007807,11,,4,1890999,2115506,3097180,1111713,1175304
10007807,11,,5,81169,143746,109359,193945,141681
10007807,11,,6,353135,159545,193475,290130,431021
10007807,11,,8,28536,79776,93086,68583,22656
10007807,11,,9,154778,211263,191019,73409,168113
10007807,11,,10,18052,14976,16335,612,4327
10007807,11,,12,1626,1009,1167,2081,34775
10007807,11,,13,0,0,2494,4067,103160
