"","UKPRN","Institution","SortOrder","UnitOfAssessment","Profile","FourStar","ThreeStar","TwoStar","OneStar","Unclassified","Russell_Group"
"979",10007713,"York St John University",1930,"Music, Drama, Dance and Performing Arts","Overall",13,23,47,14,3,"N"
"980",10007713,"York St John University",1930,"Communication, Cultural and Media Studies, Library and Information Management","Overall",5,29,28,27,11,"N"
"981",NA,"Institute of Zoology",2000,"Earth Systems and Environmental Sciences","Overall",22,68,10,0,0,"N"
"982",10007783,"University of Aberdeen",6670,"Clinical Medicine","Overall",25,42,31,1,1,"N"
"983",10007783,"University of Aberdeen",6670,"Public Health, Health Services and Primary Care","Overall",34,47,19,0,0,"N"
"984",10007783,"University of Aberdeen",6670,"Psychology, Psychiatry and Neuroscience","Overall",29,65,6,0,0,"N"
"985",10007783,"University of Aberdeen",6670,"Biological Sciences","Overall",30,53,16,0,1,"N"
"986",10007783,"University of Aberdeen",6670,"Agriculture, Veterinary and Food Science","Overall",56,36,8,0,0,"N"
"987",10007783,"University of Aberdeen",6670,"Earth Systems and Environmental Sciences","Overall",18,71,10,1,0,"N"
"988",10007783,"University of Aberdeen",6670,"Chemistry","Overall",14,66,20,0,0,"N"
"989",10007783,"University of Aberdeen",6670,"Mathematical Sciences","Overall",14,62,24,0,0,"N"
"990",10007783,"University of Aberdeen",6670,"Computer Science and Informatics","Overall",22,52,26,0,0,"N"
"991",10007783,"University of Aberdeen",6670,"General Engineering","Overall",12,70,18,0,0,"N"
"992",10007783,"University of Aberdeen",6670,"Architecture, Built Environment and Planning","Overall",39,47,12,2,0,"N"
"993",10007783,"University of Aberdeen",6670,"Geography, Environmental Studies and Archaeology","Overall",13,53,32,2,0,"N"
"994",10007783,"University of Aberdeen",6670,"Economics and Econometrics","Overall",3,51,37,9,0,"N"
"995",10007783,"University of Aberdeen",6670,"Business and Management Studies","Overall",31,42,25,2,0,"N"
"996",10007783,"University of Aberdeen",6670,"Law","Overall",15,49,33,3,0,"N"
"997",10007783,"University of Aberdeen",6670,"Politics and International Studies","Overall",7,43,37,13,0,"N"
"998",10007783,"University of Aberdeen",6670,"Sociology","Overall",14,58,28,0,0,"N"
"999",10007783,"University of Aberdeen",6670,"Anthropology and Development Studies","Overall",23,35,37,5,0,"N"
"1000",10007783,"University of Aberdeen",6670,"Education","Overall",8,59,29,4,0,"N"
"1001",10007783,"University of Aberdeen",6670,"Modern Languages and Linguistics","Overall",21,41,26,12,0,"N"
"1002",10007783,"University of Aberdeen",6670,"English Language and Literature","Overall",31,62,7,0,0,"N"
"1003",10007783,"University of Aberdeen",6670,"History","Overall",26,44,29,1,0,"N"
"1004",10007783,"University of Aberdeen",6670,"Philosophy","Overall",31,31,20,18,0,"N"
"1005",10007783,"University of Aberdeen",6670,"Theology and Religious Studies","Overall",29,39,24,7,1,"N"
"1006",10007783,"University of Aberdeen",6670,"Music, Drama, Dance and Performing Arts","Overall",15,51,23,8,3,"N"
"1007",10007849,"University of Abertay Dundee",6680,"Psychology, Psychiatry and Neuroscience","Overall",12,51,35,2,0,"N"
"1008",10007849,"University of Abertay Dundee",6680,"Biological Sciences","Overall",2,13,44,25,16,"N"
"1009",10007849,"University of Abertay Dundee",6680,"Earth Systems and Environmental Sciences","Overall",2,48,49,1,0,"N"
"1010",10007849,"University of Abertay Dundee",6680,"General Engineering","Overall",3,20,60,16,1,"N"
"1011",10007849,"University of Abertay Dundee",6680,"Law","Overall",0,9,53,30,8,"N"
"1012",10007849,"University of Abertay Dundee",6680,"Sociology","Overall",5,17,51,27,0,"N"
"1013",10007849,"University of Abertay Dundee",6680,"Sport and Exercise Sciences, Leisure and Tourism","Overall",19,19,58,4,0,"N"
"1014",10007852,"University of Dundee",6720,"Clinical Medicine","Overall",28,50,20,2,0,"N"
"1015",10007852,"University of Dundee",6720,"Public Health, Health Services and Primary Care","Overall",24,44,27,5,0,"N"
"1016",10007852,"University of Dundee",6720,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",24,61,14,0,1,"N"
"1017",10007852,"University of Dundee",6720,"Psychology, Psychiatry and Neuroscience","Overall",31,58,10,0,1,"N"
"1018",10007852,"University of Dundee",6720,"Biological Sciences","Overall",58,35,6,1,0,"N"
"1019",10007852,"University of Dundee",6720,"Mathematical Sciences","Overall",27,67,6,0,0,"N"
"1020",10007852,"University of Dundee",6720,"Computer Science and Informatics","Overall",32,47,21,0,0,"N"
"1021",10007852,"University of Dundee",6720,"Civil and Construction Engineering","Overall",41,49,10,0,0,"N"
"1022",10007852,"University of Dundee",6720,"General Engineering","Overall",38,55,7,0,0,"N"
"1023",10007852,"University of Dundee",6720,"Architecture, Built Environment and Planning","Overall",7,16,55,14,8,"N"
"1024",10007852,"University of Dundee",6720,"Geography, Environmental Studies and Archaeology","Overall",18,53,25,4,0,"N"
"1025",10007852,"University of Dundee",6720,"Business and Management Studies","Overall",9,29,47,13,2,"N"
"1026",10007852,"University of Dundee",6720,"Law","Overall",16,47,37,0,0,"N"
"1027",10007852,"University of Dundee",6720,"Politics and International Studies","Overall",6,18,61,15,0,"N"
"1028",10007852,"University of Dundee",6720,"Social Work and Social Policy","Overall",28,28,37,5,2,"N"
"1029",10007852,"University of Dundee",6720,"Education","Overall",9,65,22,4,0,"N"
"1030",10007852,"University of Dundee",6720,"English Language and Literature","Overall",24,50,26,0,0,"N"
"1031",10007852,"University of Dundee",6720,"History","Overall",16,49,31,4,0,"N"
"1032",10007852,"University of Dundee",6720,"Philosophy","Overall",14,41,44,1,0,"N"
"1033",10007852,"University of Dundee",6720,"Art and Design: History, Practice and Theory","Overall",34,38,24,4,0,"N"
"1034",10007772,"Edinburgh Napier University",6750,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",9,51,38,0,2,"N"
"1035",10007772,"Edinburgh Napier University",6750,"Earth Systems and Environmental Sciences","Overall",7,46,47,0,0,"N"
"1036",10007772,"Edinburgh Napier University",6750,"Computer Science and Informatics","Overall",3,54,35,8,0,"N"
"1037",10007772,"Edinburgh Napier University",6750,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",1,41,45,12,1,"N"
"1038",10007772,"Edinburgh Napier University",6750,"Civil and Construction Engineering","Overall",3,34,36,19,8,"N"
"1039",10007772,"Edinburgh Napier University",6750,"Architecture, Built Environment and Planning","Overall",14,36,36,14,0,"N"
"1040",10007772,"Edinburgh Napier University",6750,"Business and Management Studies","Overall",9,39,43,8,1,"N"
"1041",10007772,"Edinburgh Napier University",6750,"English Language and Literature","Overall",26,38,33,3,0,"N"
"1042",10007772,"Edinburgh Napier University",6750,"Communication, Cultural and Media Studies, Library and Information Management","Overall",24,48,26,2,0,"N"
"1043",10007762,"Glasgow Caledonian University",6780,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",24,65,10,0,1,"N"
"1044",10007762,"Glasgow Caledonian University",6780,"Computer Science and Informatics","Overall",3,41,41,15,0,"N"
"1045",10007762,"Glasgow Caledonian University",6780,"General Engineering","Overall",3,35,61,1,0,"N"
"1046",10007762,"Glasgow Caledonian University",6780,"Architecture, Built Environment and Planning","Overall",6,50,35,8,1,"N"
"1047",10007762,"Glasgow Caledonian University",6780,"Business and Management Studies","Overall",3,33,54,10,0,"N"
"1048",10007762,"Glasgow Caledonian University",6780,"Social Work and Social Policy","Overall",20,43,32,5,0,"N"
"1049",10007762,"Glasgow Caledonian University",6780,"Education","Overall",8,35,40,17,0,"N"
"1050",10007762,"Glasgow Caledonian University",6780,"History","Overall",9,65,24,2,0,"N"
"1051",10007762,"Glasgow Caledonian University",6780,"Communication, Cultural and Media Studies, Library and Information Management","Overall",17,38,37,8,0,"N"
"1052",10002681,"Glasgow School of Art",6790,"Art and Design: History, Practice and Theory","Overall",23,38,31,8,0,"N"
"1053",10007764,"Heriot-Watt University",6800,"Psychology, Psychiatry and Neuroscience","Overall",20,36,40,3,1,"N"
"1054",10007764,"Heriot-Watt University",6800,"Agriculture, Veterinary and Food Science","Overall",23,42,34,1,0,"N"
"1055",10007764,"Heriot-Watt University",6800,"Earth Systems and Environmental Sciences","Overall",6,72,19,3,0,"N"
"1056",10007764,"Heriot-Watt University",6800,"Chemistry","Overall",12,77,11,0,0,"N"
"1057",10007764,"Heriot-Watt University",6800,"Physics","Overall",25,65,10,0,0,"N"
"1058",10007764,"Heriot-Watt University",6800,"Mathematical Sciences","Overall",29,56,15,0,0,"N"
"1059",10007764,"Heriot-Watt University",6800,"Computer Science and Informatics","Overall",23,55,18,4,0,"N"
"1060",10007764,"Heriot-Watt University",6800,"General Engineering","Overall",36,58,6,0,0,"N"
"1061",10007764,"Heriot-Watt University",6800,"Architecture, Built Environment and Planning","Overall",36,37,23,4,0,"N"
"1062",10007764,"Heriot-Watt University",6800,"Business and Management Studies","Overall",11,58,27,3,1,"N"
"1063",10007764,"Heriot-Watt University",6800,"Modern Languages and Linguistics","Overall",33,30,25,10,2,"N"
"1064",10007764,"Heriot-Watt University",6800,"Art and Design: History, Practice and Theory","Overall",33,28,20,14,5,"N"
"1065",10007114,"University of the Highlands and Islands",6805,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",17,53,28,2,0,"N"
"1066",10007114,"University of the Highlands and Islands",6805,"Earth Systems and Environmental Sciences","Overall",14,66,17,3,0,"N"
"1067",10007114,"University of the Highlands and Islands",6805,"Geography, Environmental Studies and Archaeology","Overall",3,41,45,8,3,"N"
"1068",10007114,"University of the Highlands and Islands",6805,"Area Studies","Overall",17,55,25,0,3,"N"
"1069",10007114,"University of the Highlands and Islands",6805,"Modern Languages and Linguistics","Overall",16,45,33,6,0,"N"
"1070",10007114,"University of the Highlands and Islands",6805,"History","Overall",17,50,29,4,0,"N"
"1071",10005337,"Queen Margaret University Edinburgh",6820,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",4,35,59,2,0,"N"
"1072",10005337,"Queen Margaret University Edinburgh",6820,"Psychology, Psychiatry and Neuroscience","Overall",8,19,64,9,0,"N"
"1073",10005337,"Queen Margaret University Edinburgh",6820,"Anthropology and Development Studies","Overall",8,44,36,12,0,"N"
"1074",10005337,"Queen Margaret University Edinburgh",6820,"Modern Languages and Linguistics","Overall",34,58,6,2,0,"N"
"1075",10005337,"Queen Margaret University Edinburgh",6820,"Communication, Cultural and Media Studies, Library and Information Management","Overall",16,43,25,16,0,"N"
"1076",10005500,"Robert Gordon University",6830,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",17,53,28,2,0,"N"
"1077",10005500,"Robert Gordon University",6830,"Computer Science and Informatics","Overall",0,28,49,23,0,"N"
"1078",10005500,"Robert Gordon University",6830,"General Engineering","Overall",6,46,48,0,0,"N"
"1079",10005500,"Robert Gordon University",6830,"Architecture, Built Environment and Planning","Overall",7,15,40,36,2,"N"
"1080",10005500,"Robert Gordon University",6830,"Business and Management Studies","Overall",16,29,49,4,2,"N"
"1081",10005500,"Robert Gordon University",6830,"Law","Overall",4,28,52,14,2,"N"
"1082",10005500,"Robert Gordon University",6830,"Politics and International Studies","Overall",5,39,51,5,0,"N"
"1083",10005500,"Robert Gordon University",6830,"Art and Design: History, Practice and Theory","Overall",4,38,39,17,2,"N"
"1084",10005500,"Robert Gordon University",6830,"Communication, Cultural and Media Studies, Library and Information Management","Overall",15,43,34,8,0,"N"
"1085",10005561,"Royal Conservatoire of Scotland",6840,"Music, Drama, Dance and Performing Arts","Overall",26,41,26,6,1,"N"
"1086",10005700,"SRUC",6860,"Agriculture, Veterinary and Food Science","Overall",42,32,23,3,0,"N"
"1087",10007803,"University of St Andrews",6870,"Clinical Medicine","Overall",17,53,22,8,0,"N"
"1088",10007803,"University of St Andrews",6870,"Psychology, Psychiatry and Neuroscience","Overall",46,38,15,1,0,"N"
"1089",10007803,"University of St Andrews",6870,"Biological Sciences","Overall",33,51,15,1,0,"N"
"1090",10007803,"University of St Andrews",6870,"Chemistry","Overall",28,67,5,0,0,"N"
"1091",10007803,"University of St Andrews",6870,"Physics","Overall",37,59,4,0,0,"N"
"1092",10007803,"University of St Andrews",6870,"Mathematical Sciences","Overall",26,65,8,1,0,"N"
"1093",10007803,"University of St Andrews",6870,"Computer Science and Informatics","Overall",22,55,23,0,0,"N"
"1094",10007803,"University of St Andrews",6870,"Geography, Environmental Studies and Archaeology","Overall",42,41,16,1,0,"N"
"1095",10007803,"University of St Andrews",6870,"Economics and Econometrics","Overall",15,62,23,0,0,"N"
"1096",10007803,"University of St Andrews",6870,"Business and Management Studies","Overall",38,40,20,2,0,"N"
"1097",10007803,"University of St Andrews",6870,"Politics and International Studies","Overall",29,43,23,4,1,"N"
"1098",10007803,"University of St Andrews",6870,"Anthropology and Development Studies","Overall",11,54,26,9,0,"N"
"1099",10007803,"University of St Andrews",6870,"Modern Languages and Linguistics","Overall",13,60,26,0,1,"N"
"1100",10007803,"University of St Andrews",6870,"English Language and Literature","Overall",54,32,14,0,0,"N"
"1101",10007803,"University of St Andrews",6870,"History","Overall",43,37,20,0,0,"N"
"1102",10007803,"University of St Andrews",6870,"Classics","Overall",37,55,8,0,0,"N"
"1103",10007803,"University of St Andrews",6870,"Philosophy","Overall",39,44,16,1,0,"N"
"1104",10007803,"University of St Andrews",6870,"Theology and Religious Studies","Overall",31,31,38,0,0,"N"
"1105",10007803,"University of St Andrews",6870,"Art and Design: History, Practice and Theory","Overall",38,55,6,1,0,"N"
"1106",10007803,"University of St Andrews",6870,"Music, Drama, Dance and Performing Arts","Overall",27,53,20,0,0,"N"
"1107",10007804,"University of Stirling",6880,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",45,41,13,1,0,"N"
"1108",10007804,"University of Stirling",6880,"Psychology, Psychiatry and Neuroscience","Overall",43,43,12,2,0,"N"
"1109",10007804,"University of Stirling",6880,"Agriculture, Veterinary and Food Science","Overall",40,48,11,1,0,"N"
"1110",10007804,"University of Stirling",6880,"Earth Systems and Environmental Sciences","Overall",14,46,38,2,0,"N"
"1111",10007804,"University of Stirling",6880,"Computer Science and Informatics","Overall",8,43,48,1,0,"N"
"1112",10007804,"University of Stirling",6880,"Geography, Environmental Studies and Archaeology","Overall",14,49,34,3,0,"N"
"1113",10007804,"University of Stirling",6880,"Business and Management Studies","Overall",28,43,27,2,0,"N"
"1114",10007804,"University of Stirling",6880,"Law","Overall",8,57,30,5,0,"N"
"1115",10007804,"University of Stirling",6880,"Social Work and Social Policy","Overall",24,54,21,1,0,"N"
"1116",10007804,"University of Stirling",6880,"Education","Overall",22,59,15,4,0,"N"
"1117",10007804,"University of Stirling",6880,"Sport and Exercise Sciences, Leisure and Tourism","Overall",20,48,25,7,0,"N"
"1118",10007804,"University of Stirling",6880,"English Language and Literature","Overall",19,62,19,0,0,"N"
"1119",10007804,"University of Stirling",6880,"History","Overall",22,46,30,2,0,"N"
"1120",10007804,"University of Stirling",6880,"Philosophy","Overall",13,49,34,4,0,"N"
"1121",10007804,"University of Stirling",6880,"Communication, Cultural and Media Studies, Library and Information Management","Overall",27,44,21,8,0,"N"
"1122",10007805,"University of Strathclyde",6890,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",44,43,11,1,1,"N"
"1123",10007805,"University of Strathclyde",6890,"Psychology, Psychiatry and Neuroscience","Overall",17,49,31,3,0,"N"
"1124",10007805,"University of Strathclyde",6890,"Chemistry","Overall",21,73,6,0,0,"N"
"1125",10007805,"University of Strathclyde",6890,"Physics","Overall",40,56,3,1,0,"N"
"1126",10007805,"University of Strathclyde",6890,"Mathematical Sciences","Overall",15,59,23,3,0,"N"
"1127",10007805,"University of Strathclyde",6890,"Computer Science and Informatics","Overall",11,39,47,2,1,"N"
"1128",10007805,"University of Strathclyde",6890,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering","Overall",24,56,19,1,0,"N"
"1129",10007805,"University of Strathclyde",6890,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",20,71,8,1,0,"N"
"1130",10007805,"University of Strathclyde",6890,"Civil and Construction Engineering","Overall",20,62,16,0,2,"N"
"1131",10007805,"University of Strathclyde",6890,"Architecture, Built Environment and Planning","Overall",17,30,42,11,0,"N"
"1132",10007805,"University of Strathclyde",6890,"Business and Management Studies","Overall",43,34,21,1,1,"N"
"1133",10007805,"University of Strathclyde",6890,"Law","Overall",17,52,28,3,0,"N"
"1134",10007805,"University of Strathclyde",6890,"Politics and International Studies","Overall",29,48,21,2,0,"N"
"1135",10007805,"University of Strathclyde",6890,"Social Work and Social Policy","Overall",31,41,21,5,2,"N"
"1136",10007805,"University of Strathclyde",6890,"Education","Overall",16,51,28,5,0,"N"
"1137",10007805,"University of Strathclyde",6890,"English Language and Literature","Overall",26,45,25,4,0,"N"
"1138",10007805,"University of Strathclyde",6890,"History","Overall",27,45,24,4,0,"N"
"1139",10007800,"University of the West of Scotland",6910,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",12,51,33,0,4,"N"
"1140",10007800,"University of the West of Scotland",6910,"Computer Science and Informatics","Overall",4,31,42,23,0,"N"
"1141",10007800,"University of the West of Scotland",6910,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",5,46,44,5,0,"N"
"1142",10007800,"University of the West of Scotland",6910,"General Engineering","Overall",7,39,49,5,0,"N"
"1143",10007800,"University of the West of Scotland",6910,"Business and Management Studies","Overall",4,35,46,15,0,"N"
"1144",10007800,"University of the West of Scotland",6910,"Social Work and Social Policy","Overall",4,30,52,13,1,"N"
"1145",10007800,"University of the West of Scotland",6910,"Education","Overall",4,41,41,14,0,"N"
"1146",10007800,"University of the West of Scotland",6910,"Sport and Exercise Sciences, Leisure and Tourism","Overall",15,20,39,26,0,"N"
"1147",10007800,"University of the West of Scotland",6910,"Communication, Cultural and Media Studies, Library and Information Management","Overall",7,48,33,9,3,"N"
"1148",10007856,"Aberystwyth University",7060,"Agriculture, Veterinary and Food Science","Overall",32,46,19,1,2,"N"
"1149",10007856,"Aberystwyth University",7060,"Earth Systems and Environmental Sciences","Overall",21,68,11,0,0,"N"
"1150",10007856,"Aberystwyth University",7060,"Physics","Overall",1,46,48,4,1,"N"
"1151",10007856,"Aberystwyth University",7060,"Mathematical Sciences","Overall",8,41,51,0,0,"N"
"1152",10007856,"Aberystwyth University",7060,"Computer Science and Informatics","Overall",21,53,24,2,0,"N"
"1153",10007856,"Aberystwyth University",7060,"Geography, Environmental Studies and Archaeology","Overall",28,50,20,1,1,"N"
"1154",10007856,"Aberystwyth University",7060,"Business and Management Studies","Overall",10,38,46,6,0,"N"
"1155",10007856,"Aberystwyth University",7060,"Law","Overall",7,49,42,2,0,"N"
"1156",10007856,"Aberystwyth University",7060,"Politics and International Studies","Overall",44,32,22,2,0,"N"
"1157",10007856,"Aberystwyth University",7060,"Sport and Exercise Sciences, Leisure and Tourism","Overall",8,52,38,2,0,"N"
"1158",10007856,"Aberystwyth University",7060,"Modern Languages and Linguistics","Overall",5,42,28,23,2,"N"
"1159",10007856,"Aberystwyth University",7060,"Modern Languages and Linguistics","Overall",18,35,33,13,1,"N"
"1160",10007856,"Aberystwyth University",7060,"English Language and Literature","Overall",19,53,25,2,1,"N"
"1161",10007856,"Aberystwyth University",7060,"History","Overall",8,55,36,0,1,"N"
"1162",10007856,"Aberystwyth University",7060,"Art and Design: History, Practice and Theory","Overall",14,55,15,16,0,"N"
"1163",10007856,"Aberystwyth University",7060,"Music, Drama, Dance and Performing Arts","Overall",23,41,30,6,0,"N"
"1164",10007856,"Aberystwyth University",7060,"Communication, Cultural and Media Studies, Library and Information Management","Overall",6,28,44,22,0,"N"
"1165",10007857,"Bangor University",7070,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",35,60,4,1,0,"N"
"1166",10007857,"Bangor University",7070,"Psychology, Psychiatry and Neuroscience","Overall",40,49,10,1,0,"N"
"1167",10007857,"Bangor University",7070,"Agriculture, Veterinary and Food Science","Overall",32,46,19,1,2,"N"
"1168",10007857,"Bangor University",7070,"Earth Systems and Environmental Sciences","Overall",21,68,11,0,0,"N"
"1169",10007857,"Bangor University",7070,"Chemistry","Overall",3,64,33,0,0,"N"
"1170",10007857,"Bangor University",7070,"Computer Science and Informatics","Overall",8,34,38,20,0,"N"
"1171",10007857,"Bangor University",7070,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",23,45,30,2,0,"N"
"1172",10007857,"Bangor University",7070,"Business and Management Studies","Overall",16,52,29,3,0,"N"
"1173",10007857,"Bangor University",7070,"Law","Overall",8,44,30,10,8,"N"
"1174",10007857,"Bangor University",7070,"Sport and Exercise Sciences, Leisure and Tourism","Overall",40,47,12,0,1,"N"
"1175",10007857,"Bangor University",7070,"Modern Languages and Linguistics","Overall",41,35,20,4,0,"N"
"1176",10007857,"Bangor University",7070,"English Language and Literature","Overall",33,40,26,1,0,"N"
"1177",10007857,"Bangor University",7070,"History","Overall",11,68,21,0,0,"N"
"1178",10007857,"Bangor University",7070,"Music, Drama, Dance and Performing Arts","Overall",30,51,17,2,0,"N"
"1179",10007854,"Cardiff Metropolitan University",7090,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",9,65,22,4,0,"N"
"1180",10007854,"Cardiff Metropolitan University",7090,"Sport and Exercise Sciences, Leisure and Tourism","Overall",40,47,12,0,1,"N"
"1181",10007854,"Cardiff Metropolitan University",7090,"Art and Design: History, Practice and Theory","Overall",23,52,22,2,1,"N"
"1182",10007833,"Glynd?r University",7110,"Psychology, Psychiatry and Neuroscience","Overall",1,13,49,37,0,"N"
"1183",10007833,"Glynd?r University",7110,"Computer Science and Informatics","Overall",5,16,57,22,0,"N"
"1184",10007833,"Glynd?r University",7110,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",2,59,34,4,1,"N"
"1185",10007833,"Glynd?r University",7110,"Communication, Cultural and Media Studies, Library and Information Management","Overall",8,15,28,44,5,"N"
"1186",10007793,"University of South Wales",7145,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",16,36,48,0,0,"N"
"1187",10007793,"University of South Wales",7145,"Psychology, Psychiatry and Neuroscience","Overall",2,7,63,20,8,"N"
"1188",10007793,"University of South Wales",7145,"Mathematical Sciences","Overall",0,43,44,13,0,"N"
"1189",10007793,"University of South Wales",7145,"Computer Science and Informatics","Overall",4,22,66,7,1,"N"
"1190",10007793,"University of South Wales",7145,"General Engineering","Overall",1,55,35,8,1,"N"
"1191",10007793,"University of South Wales",7145,"Business and Management Studies","Overall",0,13,28,49,10,"N"
"1192",10007793,"University of South Wales",7145,"Social Work and Social Policy","Overall",30,32,33,4,1,"N"
"1193",10007793,"University of South Wales",7145,"Sport and Exercise Sciences, Leisure and Tourism","Overall",25,41,26,8,0,"N"
"1194",10007793,"University of South Wales",7145,"English Language and Literature","Overall",13,38,41,8,0,"N"
"1195",10007793,"University of South Wales",7145,"History","Overall",8,55,35,2,0,"N"
"1196",10007793,"University of South Wales",7145,"Art and Design: History, Practice and Theory","Overall",23,52,22,2,1,"N"
"1197",10007793,"University of South Wales",7145,"Music, Drama, Dance and Performing Arts","Overall",15,50,26,8,1,"N"
"1198",10007855,"Swansea University",7150,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",54,41,5,0,0,"N"
"1199",10007855,"Swansea University",7150,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",9,68,21,2,0,"N"
"1200",10007855,"Swansea University",7150,"Psychology, Psychiatry and Neuroscience","Overall",44,31,24,1,0,"N"
"1201",10007855,"Swansea University",7150,"Earth Systems and Environmental Sciences","Overall",34,53,13,0,0,"N"
"1202",10007855,"Swansea University",7150,"Physics","Overall",10,69,21,0,0,"N"
"1203",10007855,"Swansea University",7150,"Mathematical Sciences","Overall",12,40,37,7,4,"N"
"1204",10007855,"Swansea University",7150,"Computer Science and Informatics","Overall",40,40,17,3,0,"N"
"1205",10007855,"Swansea University",7150,"General Engineering","Overall",35,59,6,0,0,"N"
"1206",10007855,"Swansea University",7150,"Geography, Environmental Studies and Archaeology","Overall",27,47,23,3,0,"N"
"1207",10007855,"Swansea University",7150,"Business and Management Studies","Overall",22,50,27,1,0,"N"
"1208",10007855,"Swansea University",7150,"Law","Overall",16,43,37,3,1,"N"
"1209",10007855,"Swansea University",7150,"Politics and International Studies","Overall",19,51,28,2,0,"N"
"1210",10007855,"Swansea University",7150,"Social Work and Social Policy","Overall",35,41,20,4,0,"N"
"1211",10007855,"Swansea University",7150,"Sport and Exercise Sciences, Leisure and Tourism","Overall",28,44,19,9,0,"N"
"1212",10007855,"Swansea University",7150,"Modern Languages and Linguistics","Overall",17,46,34,3,0,"N"
"1213",10007855,"Swansea University",7150,"Modern Languages and Linguistics","Overall",21,48,31,0,0,"N"
"1214",10007855,"Swansea University",7150,"English Language and Literature","Overall",53,31,15,1,0,"N"
"1215",10007855,"Swansea University",7150,"History","Overall",27,54,18,1,0,"N"
"1216",10008574,"University of Wales",7190,"Modern Languages and Linguistics","Overall",26,39,29,6,0,"N"
"1217",10007858,"University of Wales Trinity Saint David",7205,"General Engineering","Overall",0,3,69,28,0,"N"
"1218",10007858,"University of Wales Trinity Saint David",7205,"Geography, Environmental Studies and Archaeology","Overall",9,25,49,17,0,"N"
"1219",10007858,"University of Wales Trinity Saint David",7205,"Modern Languages and Linguistics","Overall",26,39,29,6,0,"N"
"1220",10007858,"University of Wales Trinity Saint David",7205,"Classics","Overall",4,38,41,9,8,"N"
"1221",10007858,"University of Wales Trinity Saint David",7205,"Theology and Religious Studies","Overall",14,48,26,12,0,"N"
"1222",10007858,"University of Wales Trinity Saint David",7205,"Art and Design: History, Practice and Theory","Overall",23,52,22,2,1,"N"
"1223",10008026,"St Mary's University College",7610,"Politics and International Studies","Overall",0,0,20,67,13,"N"
"1224",10008010,"Stranmillis University College",7620,"Education","Overall",20,24,28,28,0,"N"
"1225",10007807,"University of Ulster",7630,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",23,63,10,3,1,"N"
"1226",10007807,"University of Ulster",7630,"Allied Health Professions, Dentistry, Nursing and Pharmacy","Overall",39,48,12,0,1,"N"
"1227",10007807,"University of Ulster",7630,"Psychology, Psychiatry and Neuroscience","Overall",13,40,40,6,1,"N"
"1228",10007807,"University of Ulster",7630,"Earth Systems and Environmental Sciences","Overall",9,46,40,5,0,"N"
"1229",10007807,"University of Ulster",7630,"Computer Science and Informatics","Overall",9,56,29,6,0,"N"
"1230",10007807,"University of Ulster",7630,"Electrical and Electronic Engineering, Metallurgy and Materials","Overall",11,68,20,1,0,"N"
"1231",10007807,"University of Ulster",7630,"Architecture, Built Environment and Planning","Overall",25,47,25,3,0,"N"
"1232",10007807,"University of Ulster",7630,"Business and Management Studies","Overall",30,40,28,1,1,"N"
"1233",10007807,"University of Ulster",7630,"Law","Overall",45,43,12,0,0,"N"
"1234",10007807,"University of Ulster",7630,"Politics and International Studies","Overall",7,49,39,5,0,"N"
"1235",10007807,"University of Ulster",7630,"Social Work and Social Policy","Overall",26,44,28,2,0,"N"
"1236",10007807,"University of Ulster",7630,"Education","Overall",24,36,32,8,0,"N"
"1237",10007807,"University of Ulster",7630,"Sport and Exercise Sciences, Leisure and Tourism","Overall",14,51,27,8,0,"N"
"1238",10007807,"University of Ulster",7630,"Modern Languages and Linguistics","Overall",25,41,30,3,1,"N"
"1239",10007807,"University of Ulster",7630,"Modern Languages and Linguistics","Overall",9,41,35,13,2,"N"
"1240",10007807,"University of Ulster",7630,"English Language and Literature","Overall",16,58,25,0,1,"N"
"1241",10007807,"University of Ulster",7630,"History","Overall",10,49,37,4,0,"N"
"1242",10007807,"University of Ulster",7630,"Art and Design: History, Practice and Theory","Overall",47,32,19,2,0,"N"
"1243",10007807,"University of Ulster",7630,"Music, Drama, Dance and Performing Arts","Overall",28,36,35,1,0,"N"
